49,39
49,40
49,41
49,42
49,43
49,44
49,45
49,46
49,47
49,48
49,49
49,50
49,51
49,52
49,53
49,54
49,55
49,56
48,57
48,58
48,59
47,62
47,63
47,64
46,65
46,67
46,68
45,70
42,80
41,82
41,84
40,85
40,87
39,88
39,90
38,92
37,94
37,96
36,97
35,100
34,102
32,107
31,109
30,111
30,113
29,115
28,117
27,119
26,121
26,123
25,125
25,125
24,127
23,129
23,131
22,133
21,135
20,137
19,139
18,141
18,143
17,146
16,148
16,149
15,151
14,153
13,155
13,157
10,165
9,167
8,170
7,172
7,173
6,175
6,175
6,177
4,180
4,182
4,183
3,184
3,185
3,187
2,188
2,190
1,190
1,192
1,193
1,194
1,195
1,196
0,197
1,197
2,197
3,197
4,197
5,197
6,197
7,197
8,197
9,197
10,197
11,197
12,197
13,197
14,197
15,197
16,197
17,197
17,197
19,197
20,197
21,197
23,197
24,197
30,198
32,198
34,198
35,198
36,198
38,199
39,199
40,199
41,199
43,199
44,199
45,199
46,200
48,200
50,200
53,201
54,201
56,201
57,201
58,201
60,201
61,201
62,202
64,202
69,203
75,204
76,204
77,205
79,205
81,205
82,205
83,205
85,205
87,206
88,206
90,206
91,207
92,207
94,207
96,207
97,207
99,208
100,208
101,208
103,209
104,209
104,209
107,209
108,209
109,210
116,210
117,211
119,211
120,211
121,211
122,212
123,212
124,212
125,212
126,212
127,212
128,212
129,212
129,213
130,213
131,213
192,32
192,33
192,34
191,34
191,35
191,36
191,37
191,41
191,42
190,43
190,44
190,45
190,46
190,47
190,48
190,49
190,50
190,51
190,52
189,53
189,54
189,55
189,61
189,62
189,63
189,64
189,66
188,67
188,68
188,69
188,70
188,71
188,73
188,74
188,75
188,76
188,77
188,78
188,79
188,80
188,81
187,83
187,84
187,85
187,86
187,87
187,95
187,97
187,98
187,100
187,103
187,104
187,105
187,107
187,108
187,110
187,111
187,113
187,114
187,116
187,116
187,117
187,118
187,120
187,121
187,123
187,124
187,126
187,127
187,129
187,130
187,131
188,137
188,141
188,142
188,143
188,145
188,146
188,147
188,148
188,150
188,151
188,152
188,154
188,155
188,157
189,158
189,159
189,160
189,162
189,163
189,164
189,165
189,166
190,167
190,168
190,169
190,170
191,175
192,176
192,177
192,178
193,179
193,180
193,181
194,182
195,184
195,185
197,188
198,189
198,190
199,190
199,191
200,192
201,193
202,193
202,194
203,195
204,196
205,197
206,198
207,198
207,199
208,200
209,200
210,201
211,201
212,201
212,202
213,203
214,204
215,204
216,204
217,205
218,205
218,206
219,206
220,206
220,207
221,207
222,207
223,207
229,209
230,210
231,210
232,210
233,210
233,211
235,211
236,211
237,211
238,211
239,211
241,212
242,212
243,212
244,212
245,212
246,212
247,212
249,212
250,212
251,212
252,212
253,212
254,212
256,212
257,212
258,212
259,212
260,211
261,211
262,211
263,210
264,210
265,209
267,209
267,208
269,208
270,208
270,207
272,206
278,202
279,201
280,201
281,200
284,198
285,197
286,196
287,195
288,194
289,193
290,192
291,191
292,190
293,189
294,188
295,187
296,186
297,185
298,184
299,183
299,182
300,181
301,180
302,179
303,178
304,176
304,175
305,174
306,173
307,171
307,170
308,169
309,168
309,166
310,165
311,163
311,162
312,161
315,149
316,148
316,147
317,145
317,144
317,142
317,140
318,139
318,138
319,136
319,134
319,133
319,131
319,129
319,128
320,127
320,125
320,124
320,122
320,120
320,119
320,117
320,116
320,111
320,110
320,108
320,107
320,105
320,104
320,102
320,101
320,99
320,98
320,96
320,95
320,93
320,92
320,91
320,84
320,83
320,82
320,79
320,78
320,75
320,74
320,73
320,72
320,71
320,70
320,69
320,68
320,66
320,65
320,63
320,61
320,60
320,59
320,58
320,57
320,56
320,55
320,54
319,53
319,52
319,51
319,50
319,49
318,48
318,47
317,43
317,42
316,42
316,41
315,40
314,40
313,40
313,41
312,41
392,27
392,28
392,29
392,30
392,31
392,32
392,33
392,34
392,35
392,36
392,37
392,38
392,39
392,44
392,45
392,46
392,47
392,48
392,49
392,50
392,51
392,52
392,53
392,55
392,56
392,57
392,58
392,59
392,61
392,62
392,64
392,65
392,66
392,68
391,69
391,71
391,72
391,85
391,86
391,88
391,90
390,92
390,94
390,96
390,98
390,100
390,102
390,104
389,106
389,108
389,110
389,113
389,115
388,117
388,119
388,121
388,124
387,126
387,129
387,131
387,133
386,146
385,149
385,151
385,154
385,156
384,158
384,163
384,165
383,168
383,170
383,172
383,175
383,177
382,179
382,181
382,183
382,186
381,188
381,190
381,192
381,194
380,196
380,199
380,201
380,202
378,219
378,220
378,222
378,223
378,225
378,227
378,228
377,235
377,237
377,238
377,239
377,240
377,241
377,242
377,243
378,243
379,243
380,243
381,243
382,243
385,243
386,243
387,243
388,243
390,243
391,242
392,242
393,242
394,242
396,242
398,242
399,242
400,242
401,242
402,242
404,242
405,242
409,242
410,242
412,242
414,242
416,242
418,242
420,242
422,242
424,242
426,242
428,242
431,242
433,242
436,242
438,242
441,242
443,242
446,242
448,242
463,242
465,242
471,242
474,242
477,242
480,242
483,242
486,242
489,242
492,242
496,242
499,242
502,242
505,242
508,242
515,242
519,242
522,241
525,241
529,241
532,241
536,241
539,241
542,241
546,241
549,241
553,241
556,241
560,241
563,241
566,241
570,241
573,241
576,241
580,241
583,241
586,241
590,241
593,241
596,241
605,241
622,241
625,241
627,241
629,241
632,241
634,241
638,241
640,241
643,241
644,240
646,240
648,240
649,240
651,240
652,240
653,240
655,240
656,240
657,240
658,240
659,240
663,239
664,239
665,239
