332,103
332,102
332,101
332,100
332,99
332,98
332,97
332,96
332,95
332,94
332,94
332,93
332,91
332,90
332,89
332,88
332,87
332,86
332,85
332,84
331,83
331,82
331,81
331,80
331,79
331,78
330,77
330,76
330,75
330,74
330,73
329,72
329,71
329,70
329,69
328,68
328,67
328,66
328,65
327,64
327,63
326,62
326,60
325,60
325,59
324,58
324,57
323,57
323,56
323,55
322,54
321,53
321,52
320,52
320,51
320,50
319,50
319,49
318,49
318,48
318,47
317,47
316,47
316,46
316,45
315,45
314,44
313,44
313,43
312,43
312,42
311,42
310,42
309,41
308,41
307,41
307,42
306,42
306,43
305,43
304,43
304,44
303,44
303,45
302,45
301,46
300,46
299,47
298,48
297,49
297,49
296,49
295,50
295,51
294,51
293,51
293,52
293,53
292,53
291,53
291,54
290,54
290,55
289,56
288,57
288,58
287,58
287,59
286,59
286,60
285,60
285,61
285,62
284,62
284,63
283,63
283,64
283,65
282,65
282,66
281,67
281,68
280,69
280,70
280,71
279,71
279,72
279,73
279,74
278,75
278,76
277,77
277,78
277,79
276,80
276,81
276,82
276,83
276,84
275,85
275,86
275,87
275,88
275,89
275,90
275,91
275,92
275,95
274,96
274,97
274,98
274,99
274,101
274,102
274,103
274,104
274,105
275,107
275,109
275,110
275,111
275,112
275,113
276,114
276,115
276,116
276,117
277,118
277,119
277,120
277,122
278,122
278,124
278,125
279,127
279,128
279,130
280,130
280,131
280,133
281,134
281,135
282,138
282,139
283,141
283,143
284,143
284,145
284,146
285,146
285,148
285,149
286,149
286,151
287,153
287,154
288,155
288,156
289,157
289,159
290,161
291,163
291,164
291,165
292,166
292,167
292,168
293,169
293,170
294,171
294,172
295,173
295,174
295,175
295,176
296,177
297,179
297,181
298,182
298,183
299,184
299,185
300,186
300,187
301,188
302,189
302,190
302,191
303,192
304,193
304,194
305,195
305,196
305,197
306,198
306,199
307,200
307,201
308,202
308,203
309,204
310,205
310,207
310,208
311,208
311,209
311,210
312,211
312,212
313,214
313,215
314,216
314,217
315,218
315,219
315,220
315,221
316,222
316,223
316,224
317,225
317,226
317,227
317,228
318,229
318,230
318,231
318,232
319,233
319,234
319,235
319,236
320,237
320,238
320,239
320,240
320,241
321,242
321,243
321,244
321,245
321,246
322,246
323,245
324,244
325,244
326,244
326,243
327,243
327,242
328,242
329,241
330,241
331,240
332,239
333,239
334,239
334,238
335,237
336,237
337,236
337,235
338,235
339,234
340,234
341,234
343,232
344,231
345,230
346,230
346,229
347,229
348,228
349,228
349,227
350,227
351,226
352,226
353,225
354,224
355,224
355,223
356,223
357,222
358,221
359,221
360,220
361,220
362,219
363,218
364,217
365,216
366,216
367,215
368,214
369,214
370,213
371,213
371,212
372,211
373,211
374,210
375,209
377,208
378,207
379,207
379,206
380,206
381,205
382,204
383,204
383,203
384,202
385,202
386,201
387,200
388,199
389,199
389,198
390,198
391,197
391,196
392,196
393,195
394,194
395,193
396,193
396,192
397,192
397,191
398,190
399,190
399,189
400,188
401,187
401,186
402,186
403,185
404,184
405,183
406,182
406,181
407,181
408,180
408,179
409,179
409,178
410,178
410,177
411,176
412,176
412,175
413,174
413,173
414,173
414,172
415,171
416,170
417,169
418,168
418,167
419,166
420,165
421,163
422,162
422,161
423,160
424,160
424,159
425,158
425,157
426,156
427,156
427,155
428,153
429,151
430,150
431,150
431,149
431,148
432,147
433,146
433,145
434,144
434,143
435,142
435,141
436,140
436,139
437,138
437,137
438,137
438,136
439,135
439,134
440,133
440,132
441,131
442,130
442,129
443,128
443,127
444,126
444,125
444,124
445,123
446,122
446,121
447,120
447,119
448,118
448,116
449,115
450,114
450,113
451,112
451,111
451,110
452,109
452,108
453,107
453,106
453,105
454,105
454,103
455,102
455,101
455,100
455,99
456,98
456,97
457,96
457,95
457,94
457,93
457,93
458,92
458,91
458,90
458,89
459,88
459,87
459,86
459,85
459,84
459,83
460,82
460,81
460,80
460,79
460,78
460,77
460,76
460,75
460,74
460,73
460,72
460,71
460,70
460,69
460,68
460,67
460,66
460,65
460,64
460,63
459,63
459,62
459,61
458,61
458,60
458,59
457,59
457,58
457,57
456,57
456,56
455,56
455,55
454,55
454,54
453,54
453,53
453,52
452,52
451,51
450,51
450,50
449,50
448,49
447,49
447,48
446,48
445,47
444,47
443,46
442,46
441,46
441,45
440,45
440,44
439,44
438,44
437,44
437,43
436,43
435,43
434,43
434,42
433,42
432,42
431,42
430,41
429,41
428,41
427,41
426,41
425,41
425,40
424,40
423,40
422,40
421,40
420,40
419,40
418,40
417,40
416,40
415,40
414,40
413,40
412,40
411,40
411,41
410,41
409,41
408,41
407,41
406,42
405,42
404,42
403,42
403,43
402,43
401,43
400,43
400,44
399,44
398,44
397,45
396,45
395,46
394,46
393,46
393,47
392,47
391,48
390,48
390,49
389,49
388,49
388,50
387,50
387,51
386,51
385,51
384,51
384,52
383,52
383,53
382,53
381,53
381,54
380,54
379,55
378,56
377,56
377,57
376,57
376,58
375,58
374,58
374,59
373,59
372,60
371,61
370,61
370,62
369,62
369,63
368,63
367,64
366,64
366,65
365,65
365,66
364,66
363,67
362,67
361,69
360,69
360,70
359,70
359,71
358,71
358,72
357,72
357,73
356,73
356,74
356,75
355,75
354,76
353,77
353,78
352,79
351,79
351,80
350,81
350,82
349,82
349,83
348,84
347,85
347,86
346,86
346,87
345,87
345,88
344,89
344,90
343,90
343,91
342,91
342,92
341,93
341,94
