64,54,-16776961
64,55,-16776961
64,56,-16776961
64,57,-16776961
64,58,-16776961
64,59,-16776961
64,60,-16776961
64,61,-16776961
64,62,-16776961
64,63,-16776961
64,64,-16776961
64,65,-16776961
64,66,-16776961
64,67,-16776961
65,68,-16776961
65,69,-16776961
65,70,-16776961
65,71,-16776961
65,72,-16776961
65,73,-16776961
65,74,-16776961
65,75,-16776961
65,76,-16776961
65,77,-16776961
66,79,-16776961
66,80,-16776961
66,81,-16776961
66,82,-16776961
66,83,-16776961
66,84,-16776961
66,85,-16776961
67,85,-16776961
67,86,-16776961
67,88,-16776961
67,89,-16776961
68,91,-16776961
68,92,-16776961
69,94,-16776961
69,95,-16776961
69,96,-16776961
70,97,-16776961
70,98,-16776961
70,99,-16776961
70,100,-16776961
71,101,-16776961
71,104,-16776961
72,106,-16776961
73,106,-16776961
73,108,-16776961
73,109,-16776961
74,110,-16776961
74,111,-16776961
74,112,-16776961
75,113,-16776961
75,114,-16776961
75,115,-16776961
76,116,-16776961
77,119,-16776961
78,120,-16776961
78,121,-16776961
79,122,-16776961
80,123,-16776961
80,124,-16776961
81,125,-16776961
81,126,-16776961
82,126,-16776961
82,127,-16776961
83,128,-16776961
84,129,-16776961
84,130,-16776961
85,130,-16776961
85,131,-16776961
86,132,-16776961
87,133,-16776961
88,134,-16776961
89,135,-16776961
90,135,-16776961
91,137,-16776961
92,137,-16776961
92,138,-16776961
93,138,-16776961
94,139,-16776961
95,139,-16776961
96,140,-16776961
97,140,-16776961
98,141,-16776961
99,142,-16776961
100,142,-16776961
103,143,-16776961
104,144,-16776961
106,145,-16776961
107,145,-16776961
108,145,-16776961
110,146,-16776961
111,146,-16776961
113,147,-16776961
115,148,-16776961
116,148,-16776961
122,149,-16776961
124,149,-16776961
127,150,-16776961
129,150,-16776961
131,151,-16776961
134,151,-16776961
136,151,-16776961
141,152,-16776961
144,152,-16776961
146,153,-16776961
149,153,-16776961
156,153,-16776961
159,153,-16776961
162,154,-16776961
165,154,-16776961
168,154,-16776961
171,154,-16776961
174,155,-16776961
177,155,-16776961
181,155,-16776961
184,155,-16776961
188,155,-16776961
198,155,-16776961
201,156,-16776961
205,156,-16776961
209,156,-16776961
213,156,-16776961
221,156,-16776961
225,156,-16776961
228,156,-16776961
232,156,-16776961
236,156,-16776961
240,156,-16776961
248,156,-16776961
251,156,-16776961
255,156,-16776961
259,156,-16776961
263,156,-16776961
267,156,-16776961
271,156,-16776961
274,156,-16776961
278,156,-16776961
282,156,-16776961
289,155,-16776961
294,155,-16776961
297,154,-16776961
301,154,-16776961
304,154,-16776961
311,153,-16776961
315,152,-16776961
319,152,-16776961
322,151,-16776961
326,151,-16776961
329,150,-16776961
332,150,-16776961
336,149,-16776961
339,149,-16776961
345,148,-16776961
348,147,-16776961
351,147,-16776961
354,146,-16776961
357,145,-16776961
361,145,-16776961
364,144,-16776961
367,143,-16776961
370,143,-16776961
372,142,-16776961
375,141,-16776961
377,141,-16776961
382,139,-16776961
386,138,-16776961
388,137,-16776961
390,136,-16776961
392,136,-16776961
394,135,-16776961
395,134,-16776961
397,134,-16776961
399,133,-16776961
400,132,-16776961
402,131,-16776961
405,129,-16776961
406,128,-16776961
407,127,-16776961
408,127,-16776961
409,125,-16776961
410,124,-16776961
411,123,-16776961
411,122,-16776961
412,121,-16776961
412,120,-16776961
413,120,-16776961
413,119,-16776961
413,118,-16776961
413,117,-16776961
413,116,-16776961
413,115,-16776961
413,114,-16776961
413,113,-16776961
413,112,-16776961
413,111,-16776961
412,110,-16776961
412,109,-16776961
412,108,-16776961
411,108,-16776961
411,107,-16776961
411,106,-16776961
410,106,-16776961
410,105,-16776961
410,104,-16776961
409,104,-16776961
409,103,-16776961
408,102,-16776961
408,101,-16776961
407,101,-16776961
407,100,-16776961
407,99,-16776961
406,98,-16776961
405,97,-16776961
404,97,-16776961
404,96,-16776961
403,96,-16776961
403,95,-16776961
402,94,-16776961
402,94,-16776961
401,94,-16776961
401,93,-16776961
400,93,-16776961
400,92,-16776961
399,92,-16776961
399,91,-16776961
398,91,-16776961
398,90,-16776961
397,90,-16776961
397,89,-16776961
396,89,-16776961
395,89,-16776961
395,88,-16776961
394,88,-16776961
393,87,-16776961
392,87,-16776961
391,86,-16776961
390,86,-16776961
390,85,-16776961
389,85,-16776961
388,85,-16776961
310,98,-16711936
309,98,-16711936
308,98,-16711936
307,98,-16711936
306,98,-16711936
305,98,-16711936
305,99,-16711936
304,100,-16711936
304,101,-16711936
303,101,-16711936
303,102,-16711936
302,102,-16711936
302,103,-16711936
301,104,-16711936
301,104,-16711936
301,105,-16711936
300,105,-16711936
300,106,-16711936
299,107,-16711936
299,108,-16711936
298,108,-16711936
298,109,-16711936
297,109,-16711936
297,110,-16711936
297,111,-16711936
296,111,-16711936
296,112,-16711936
296,113,-16711936
295,114,-16711936
295,115,-16711936
295,116,-16711936
294,116,-16711936
294,117,-16711936
294,118,-16711936
293,118,-16711936
293,119,-16711936
293,120,-16711936
292,121,-16711936
292,122,-16711936
292,123,-16711936
292,124,-16711936
292,125,-16711936
292,127,-16711936
291,127,-16711936
291,128,-16711936
291,129,-16711936
291,130,-16711936
291,131,-16711936
291,132,-16711936
291,133,-16711936
290,134,-16711936
290,135,-16711936
290,136,-16711936
290,137,-16711936
290,138,-16711936
290,139,-16711936
290,140,-16711936
