243,184,-16776961
242,184,-16776961
241,184,-16776961
240,184,-16776961
239,184,-16776961
238,184,-16776961
237,184,-16776961
236,184,-16776961
235,184,-16776961
234,184,-16776961
233,184,-16776961
232,184,-16776961
231,184,-16776961
230,184,-16776961
229,184,-16776961
228,184,-16776961
227,184,-16776961
226,184,-16776961
225,184,-16776961
224,184,-16776961
223,184,-16776961
222,183,-16776961
221,183,-16776961
220,183,-16776961
219,183,-16776961
218,183,-16776961
217,182,-16776961
216,182,-16776961
215,182,-16776961
214,182,-16776961
213,182,-16776961
212,181,-16776961
211,181,-16776961
210,181,-16776961
209,181,-16776961
208,181,-16776961
208,180,-16776961
207,180,-16776961
205,180,-16776961
204,180,-16776961
204,179,-16776961
203,179,-16776961
201,179,-16776961
200,179,-16776961
199,179,-16776961
198,179,-16776961
197,178,-16776961
196,178,-16776961
195,178,-16776961
194,177,-16776961
192,177,-16776961
191,177,-16776961
190,177,-16776961
189,176,-16776961
188,176,-16776961
187,176,-16776961
186,176,-16776961
183,175,-16776961
182,175,-16776961
181,175,-16776961
180,174,-16776961
179,174,-16776961
178,174,-16776961
177,174,-16776961
176,174,-16776961
175,173,-16776961
173,173,-16776961
172,173,-16776961
172,172,-16776961
171,172,-16776961
170,172,-16776961
169,172,-16776961
168,172,-16776961
168,171,-16776961
167,171,-16776961
166,171,-16776961
165,171,-16776961
164,170,-16776961
163,170,-16776961
162,170,-16776961
161,170,-16776961
160,169,-16776961
159,169,-16776961
158,169,-16776961
157,169,-16776961
156,169,-16776961
156,168,-16776961
155,168,-16776961
154,168,-16776961
153,168,-16776961
152,168,-16776961
151,168,-16776961
150,168,-16776961
149,167,-16776961
148,167,-16776961
147,167,-16776961
146,167,-16776961
144,167,-16776961
143,166,-16776961
142,166,-16776961
141,166,-16776961
140,166,-16776961
139,166,-16776961
138,166,-16776961
137,166,-16776961
136,166,-16776961
135,165,-16776961
134,165,-16776961
133,165,-16776961
132,165,-16776961
131,165,-16776961
130,165,-16776961
129,165,-16776961
128,165,-16776961
127,164,-16776961
126,164,-16776961
125,164,-16776961
124,164,-16776961
123,164,-16776961
122,164,-16776961
121,164,-16776961
120,164,-16776961
119,163,-16776961
118,163,-16776961
117,163,-16776961
116,163,-16776961
115,163,-16776961
114,163,-16776961
113,163,-16776961
113,162,-16776961
112,162,-16776961
111,162,-16776961
110,162,-16776961
109,162,-16776961
108,162,-16776961
107,162,-16776961
106,162,-16776961
105,162,-16776961
104,161,-16776961
103,161,-16776961
102,161,-16776961
101,161,-16776961
100,161,-16776961
99,161,-16776961
98,160,-16776961
97,160,-16776961
96,160,-16776961
95,160,-16776961
94,160,-16776961
94,159,-16776961
93,159,-16776961
93,158,-16776961
94,158,-16776961
94,157,-16776961
94,156,-16776961
95,156,-16776961
95,155,-16776961
96,155,-16776961
96,154,-16776961
97,154,-16776961
97,153,-16776961
98,152,-16776961
98,151,-16776961
99,151,-16776961
100,150,-16776961
100,149,-16776961
101,149,-16776961
101,148,-16776961
102,148,-16776961
102,147,-16776961
103,146,-16776961
103,146,-16776961
104,145,-16776961
104,144,-16776961
105,144,-16776961
105,143,-16776961
106,142,-16776961
107,141,-16776961
108,140,-16776961
109,139,-16776961
110,138,-16776961
111,137,-16776961
112,136,-16776961
112,135,-16776961
113,134,-16776961
113,133,-16776961
114,132,-16776961
115,131,-16776961
116,130,-16776961
117,130,-16776961
118,129,-16776961
119,128,-16776961
120,127,-16776961
120,126,-16776961
121,125,-16776961
122,124,-16776961
123,123,-16776961
124,122,-16776961
125,121,-16776961
126,120,-16776961
127,119,-16776961
128,118,-16776961
129,117,-16776961
130,116,-16776961
131,115,-16776961
132,114,-16776961
133,113,-16776961
134,111,-16776961
135,111,-16776961
136,109,-16776961
137,108,-16776961
138,108,-16776961
139,106,-16776961
140,105,-16776961
141,104,-16776961
143,103,-16776961
143,102,-16776961
144,101,-16776961
145,100,-16776961
146,99,-16776961
147,98,-16776961
148,97,-16776961
150,96,-16776961
150,96,-16776961
151,95,-16776961
152,94,-16776961
153,93,-16776961
154,92,-16776961
155,91,-16776961
156,90,-16776961
157,88,-16776961
158,88,-16776961
159,87,-16776961
160,85,-16776961
161,84,-16776961
162,84,-16776961
163,82,-16776961
164,81,-16776961
165,80,-16776961
166,79,-16776961
167,78,-16776961
168,77,-16776961
169,76,-16776961
170,75,-16776961
171,74,-16776961
172,73,-16776961
172,72,-16776961
173,71,-16776961
174,71,-16776961
175,70,-16776961
175,69,-16776961
176,68,-16776961
177,68,-16776961
177,67,-16776961
178,66,-16776961
179,66,-16776961
179,65,-16776961
180,64,-16776961
180,63,-16776961
181,63,-16776961
181,62,-16776961
182,61,-16776961
183,60,-16776961
184,59,-16776961
184,58,-16776961
185,58,-16776961
185,57,-16776961
186,56,-16776961
186,55,-16776961
187,55,-16776961
187,54,-16776961
188,53,-16776961
189,52,-16776961
189,51,-16776961
190,51,-16776961
190,50,-16776961
191,49,-16776961
192,48,-16776961
192,47,-16776961
193,47,-16776961
193,46,-16776961
194,46,-16776961
194,45,-16776961
195,44,-16776961
195,43,-16776961
196,43,-16776961
196,42,-16776961
196,41,-16776961
197,41,-16776961
197,40,-16776961
198,40,-16776961
198,41,-16776961
199,41,-16776961
199,42,-16776961
200,43,-16776961
201,43,-16776961
201,44,-16776961
201,45,-16776961
202,45,-16776961
202,46,-16776961
202,47,-16776961
203,47,-16776961
203,48,-16776961
204,48,-16776961
204,49,-16776961
204,50,-16776961
205,50,-16776961
205,51,-16776961
206,52,-16776961
206,53,-16776961
207,54,-16776961
207,55,-16776961
208,56,-16776961
209,57,-16776961
209,58,-16776961
210,59,-16776961
210,60,-16776961
210,61,-16776961
211,61,-16776961
211,62,-16776961
211,63,-16776961
212,63,-16776961
212,64,-16776961
213,64,-16776961
213,65,-16776961
213,66,-16776961
214,66,-16776961
214,67,-16776961
214,68,-16776961
215,69,-16776961
215,70,-16776961
215,71,-16776961
216,71,-16776961
216,72,-16776961
216,73,-16776961
217,74,-16776961
217,75,-16776961
217,76,-16776961
218,76,-16776961
218,77,-16776961
218,78,-16776961
219,79,-16776961
